Dodbert,Dodbert,♂,Quickened,Dodbeorht,dod,beorht,
Dodman,Dodman,♂,Quickened,Dodmann,dod,mann,
Dodmund,Dodmund,♂,Quickened,Dodmann,dod,mann,
Dodrich,Dodric,♂,Quickened,Dodrīċ,dod,rīċ,
Dodwald,Dodric,♂,Quickened,Dodƿeald,dod,ƿeald,
Dodwine,Dodƿine,♂,Quickened,Dodƿine,dod,ƿine,
Dolbode,Dolbode,♂,Unfounded,*Dālboda,dāl,bod,Not found in OE. Would be kin with the Norman name ‘Talbot’.
Dombert,Dombert,♂,Quickened,Dōmbeorht,dōm,beorht,
Domfrith,Domfriþ,♂,Quickened,Dōmfriþ,dōm,friþ,
Dommar,Dommar,♂,Quickened,Dōmhere,dōm,here,Can also be spelled: Dommer.
Dommils,Dommils,♂,Quickened,Dōmġīsel,dōm,ġīsel,
Dommolph,Dommulf,♂,Quickened,Dōmƿulf,dōm,ƿulf,Can also be spelled: Dommulph (Anglish Spelling: Dummulf).
Domrich,Domric,♂,Quickened,Dōmrīċ,dōm,rīċ,
Domthrith,Domþriþ,♀,Quickened,Dōmþrȳþ,dōm,þrȳþ,
Domwald,Domƿald,♂,Quickened,Dōmƿeald,dōm,ƿeald,
Domwin,Domƿin,♂,Quickened,Dōmƿine,dōm,ƿine,
Done,Done,♀,Lastname,Dōnno,dōn,-,
Donwald,Donƿald,♂,Quickened,Dōnƿeald,dōn,ƿeald,Not tied to the name ‘Donald’.
Dove,Duf,♀,Living,-,-,-,"Not a given name in OE. From the everyday word for the bird, which comes from Old English ‘dūfe’, mostly found in compound words."
Drake,Drake,♂,Lastname,Draca,-,-,"In the end, from Latin ‘dracō’, which came to mean ‘dragon’."
Drayton,Draytun,♂,Lastname,-,dræġ,tūn,Not a given name in OE. From the OE stow-name ‘Dræġtūn’.
Dremolph,Dremulf,♂,Quickened,Drēamƿulf,drēam,ƿulf,Can also be spelled: Dremulph (Anglish Spelling: Dremulf).
Dritbald,Dritbald,♂,Quickened,Dryhtbeald,dryht,beald,
Dritbert,Dritbert,♂,Quickened,Dryhtbeald,dryht,beald,
Dritfrith,Dritfriþ,♂,Quickened,Dryhtfriþ,dryht,friþ,
Dritlof,Dritloff,♂,Quickened,Dryhtlāf,dryht,lāf,
Dritmer,Dritmer,♂,Quickened,Dryhtmǣr,dryht,mǣr,
Dritnoth,Dritnoþ,♂,Quickened,Dryhtnōþ,dryht,nōþ,
Drittelm,Drittelm,♂,Quickened,Dryhthelm,dryht,helm,
Drittils,Drittils,♂,Quickened,Dryhtġīsel,dryht,ġīsel,
Drittolph,Drittulf,♂,Quickened,Dryhthelm,dryht,helm,Can also be spelled: Drittulph (Anglish Spelling: Drittulf).
Dritwald,Dritƿald,♂,Quickened,Dryhtƿeald,dryht,ƿeald,
Dryden,Dryden,♂,Lastname,-,drȳġe,denu,Not a given name in OE. From the OE stow-name ‘Drȳġedenu’.
Dudley,Dudley,♂,Lastname,-,-,lēah,"Not a given name in OE. From the OE stow-name ‘Duddaslēah’, meaning: Dudda’s lea (field)."
Dumbert,Dunbert,♂,Quickened,Dunbeorht,dun,beorht,"Likely an ironic name, made of the OE words ‘dun’ (meaning: dark; brown) and ‘beorht’ (meaning: bright; shining)."
Dunfrith,Dunfriþ,♂,Quickened,Dunfriþ,dun,friþ,
Dunman,Dunman,♂,Quickened,Dunmann,dun,mann,Can also be spelled: Dumman.
Dunn,Dunn,⚥,Quickened,Dunn,dun,-,"Either as a shortening of names beginning with ‘Dun-’ (meaning: dark; brown); or a name on its own, for someone with dark looks or outlook. See also: Dunnie"
Dunnar,Dunnar,♂,Quickened,Dunhere,dun,here,Can also be spelled: Dunner.
Dunnie,Dunny,⚥,Quickened,"Dunna ♂, Dunne ♀",dun,-,"Either as a shortening of names beginning with ‘Dun-’ (meaning: dark; brown); or a name on its own, for someone with dark looks or outlook. Borne for the name of a wiley being of Anglo-Scottish folklore, also known as a ‘Brownie’. See also: Dunn."
Dunning,Dunning,♂,Quickened,Duning,dun,ing,
Dunnoun,Dunune,♂,Quickened,Dunhūn,dun,hūn,
Dunstan,Dunstan,♂,Living,Dunstan,dun,stān,The name sweltered but came back in the 1800s. Borne by the hallow and archbishop of Canterbury in the 900s.
Dunton,Duntun,♂,Lastname,-,dūn,tūn,Not a given name in OE. From the OE stow-name ‘Dūntūn’.
Dunwald,Dunƿald,♂,Quickened,Dunƿeald,dun,ƿeald,Not tied to the name ‘Donald’.
Dunwel,Dunƿel,♂,Quickened,Dunƿealh,dun,ƿealh,
Dunwin,Dunƿin,⚥,Quickened,"Dunwine ♂, *Dunƿynn ♀",dun,"wine ♂, wynn ♀",
Durward,Durƿard,♂,Lastname,-,dūru,ƿeard,Not a given name in OE. From the OE stow-name ‘Dūruƿeard’.
Dutch,Duc,♂,Living,-,þēod,-,"A mostly American nickname, for someone from Greater Germany, either Germany itself, or outlying lands like The Netherlands. From the shared Germanic word meaning ‘of the folk’, which became ‘Deutsch(e)’ in today's German, found in the name ‘Deutschland’, and which was found in Old English as þēod(isce). See also: Thed- names."
Earl,Earl,♂,Living,*Eorla,eorl,-,"From the title of Earl. Not known as a standalone name in Old English, but it was found in compound names, and found in OE as an inborn shape of Norse ‘Jarl’. Mostly found as an American given name today."
Earlbald,Earlbald,♂,Quickened,Eorlbeald,eorl,beald,
Earlbert,Earlbert,♂,Quickened,Eorlbeorht,eorl,beorht,
Earlen,Earlen,♀,Unfounded,*Eorlen,eorl,en,"Not found in OE. Made in likeness of the name ‘Earlene’, which uses the -lene afterword found in some French names. Akin to the name ‘Countess’."
Earlfrith,Earlfriþ,♀,Quickened,Eorlfriþ,eorl,friþ,
Earlgar,Earlgar,♂,Quickened,Eorlgār,eorl,gār,
Earloph,Earluf,♂,Quickened,Eorlƿulf,eorl,ƿulf,Can also be spelled: Earluph (Anglish Spelling: Earluf).
Earlwin,Earlƿin,♂,Quickened,Eorlƿine,eorl,ƿine,
Earnest,Earnest,♂,Living,-,-,-,"Also found as: Ernest. Not a given name in OE. A puritanical Christian name, either from the everyday English word, or from its German kin ‘Ernst’. Borne by American writer Ernest Hemingway (1899–1961), and found in Oscar Wilde’s tale, ‘The Importance of Being Earnest’ (1895)."
Easter,Easter,♀,Living,Ēaster,ēaster,-,"A latterday name, for the now Christianised spring festival, formerly known as a heathen gidden and spring festival. It was found in bind-names but not as a standalone given name in Old English times."
Ed,Ed,♂,Living,Ēadda,ēad,-,A shortening of names like ‘Edward’ and ‘Edgar’.
Edbald,Edbald,♂,Quickened,Ēadbeald,ēad,beald,Borne by a 600s King of Kent.
Edbert,Edbert,♂,Living,Ēadbeorht,ēad,beorht,Borne by a 700s King of Northumberrich and by a 700s King of Kent.
Edbury,Edbury,♀,Quickened,Ēadburg,ēad,burg,Also found as the Lastname ‘Ebba’.
Eddar,Eddar,♂,Quickened,Ēadhere,ēad,here,Can also be spelled: Edder.
Eddelm,Eddelm,♂,Quickened,Ēadhelm,ēad,helm,"The throp of Edmonton, London in England (which in turn the borough of Edmonton, Alberta in Canada was named) was named after one Eddelm."
Edder,Edder,♀,Quickened,Ǣdre,-,-,From the OE word for a stream.
Eddey,Eddey,♂,Quickened,Ēadhēah,ēad,hēah,
Eddie,Eddy,♂,Living,Ēadda,ēad,-,"Also found as: Eddy. A shortening of names like ‘Edward’, ‘Edgar’. As a lastname, from the Middle English name ‘Edwy’, from Old English ‘Ēadƿīġ’ (See: Edway). As a shortening of the names ‘Edith’ and ‘Edive’, see: Edie. Kin with the mainland names Otis (Norman) and Otto (German)."
Eddimer,Eddimer,♂,Unfounded,-,ēad,mǣr,Can also be spelled: Eddymer. Not found in OE. A blend of the names ‘Eddie’ and Edmer’. Would be kin with the German name ‘Ottomar’. See also: Edmer.
Eddolph,Eddulf,♂,Quickened,Ēadƿulf,ēad,ƿulf,"Can also be spelled: Eddulph (Anglish Spelling: Eddulf). Kin with the German name ‘Ottolf’. Not tied to the name ‘Adolph’; for that, see: Elloph."
Edfled,Edfled,♀,Quickened,Ēadflǣd,ēad,flǣd,
Edfrith,Edfriþ,♂,Quickened,Ēadfriþ,ēad,friþ,
Edgar,Edgar,♂,Living,Ēadgār,ēad,gār,"Also found as, ‘Adair’, from earlier, ‘Edyear’. Borne by the King of the English (959–975), and by American shop Edgar Allan Poe (1809–1849)."
Edgard,Ecgard,♂,Quickened,Eċġheard,eċġ,heard,
Edge,Ecg,♂,Lastname,Eċġa,eċġ,-,
Edgebald,Ecgbald,♂,Quickened,Eċġbeald,eċġ,beald,
Edgebath,Ecgbaþ,♂,Quickened,Eċġbæþ,eċġ,bæþ,
Edgebern,Ecgbern,♂,Quickened,Eċġbeorn,eċġ,beorn,
Edgebert,Ecgbert,♂,Quickened,Eċġbeorht,eċġ,beorht,‘Egbert’ is a frozen spelling of a name that would most likely be spelled ‘Edgebert’ if it came to us through ongoing bearing. See also: Egbert.
Edgebury,Ecgbury,♀,Quickened,Eċġburg,eċġ,burg,
Edgebrand,Ecgbrand,♂,Quickened,Eċġbrand,eċġ,brand,
Edgeferth,Ecgferþ,♂,Quickened,Eċġferhþ,eċġ,ferhþ,
Edgefrith,Ecgfriþ,♂,Quickened,Eċġfriþ,eċġ,friþ,"Borne by the short-lived King of Markrich in the 700s, son of King Offa (see: Wolf) and of Queen Kinthrith."
Edgelm,Ecgelm,♂,Quickened,Eċġhelm,eċġ,helm,
Edgelof,Ecgloff,♂,Quickened,Eċġlāf,eċġ,lāf,
Edgeman,Ecgman,♂,Quickened,Eċġmann,eċġ,mann,
Edgemod,Ecgmod,♂,Quickened,Eċġmōd,eċġ,mōd,
Edgemund,Ecgmund,♂,Quickened,Eċġmūnd,eċġ,mūnd,Borne by a player in the tale of Beewolph (Beowulf).
Edgenoth,Ecgnoþ,♂,Quickened,Eċġnōþ,eċġ,nōþ,
Edgered,Ecgred,♂,Quickened,Eċġrǣd,eċġ,rǣd,
Edgerich,Ecgric,♂,Quickened,Eċġrīċ,eċġ,rīċ,
Edgerl,Ecgerl,♂,Quickened,Ēadċeorl,ēad,ċeorl,
Edgestan,Ecgstan,♂,Quickened,Eċġstān,eċġ,stān,
Edgeswith,Ecgsƿiþ,♂,Quickened,Eċġsƿīþ,eċġ,sƿīþ,
Edgethew,Ecgþeƿ,♂,Quickened,Eċġþēoƿ,eċġ,þēoƿ,Borne by the father of Beewolph in the tale of Beewolph (Beowulf).
Edgethrith,Ecgþriþ,♀,Quickened,Eċġþrȳþ,eċġ,þrȳþ,
Edgewald,Ecgƿald,♂,Quickened,Eċġƿeald,eċġ,ƿeald,
Edgeway,Ecgƿay,♂,Quickened,Eċġƿīġ,eċġ,ƿīġ,
Edgewel,Ecgƿel,♂,Quickened,Eċġƿealh,eċġ,ƿealh,Borne by a player in the tale of Beewolph (Beowulf).
Edgewer,Ecgƿer,♂,Quickened,Eċġƿaru,eċġ,ƿaru,
Edgewin,Ecgƿin,⚥,Quickened,"Eċġƿine, Eċġƿynn",eċġ,"ƿine, ƿynn",Two Old English names that would likely have minged into one another over time.
Edgeworth,Ecgƿorþ,♂,Lastname,-,eċġ,ƿorþ,Not found as a name in OE. Borne by a player in the 2000s Japanese game ‘Phoenix Wright: Ace Attorney’ and its follow-ups.
Edgild,Ecgild,♀,Quickened,Eċġhild,eċġ,hild,
Edgolph,Ecgulf,♂,Quickened,Eċġƿulf,eċġ,ƿulf,Can also be spelled: Edgulph (Anglish Spelling: Ecgulf).
Edgoun,Ecgune,♂,Quickened,Eċġhūn,eċġ,hūn,
Edie,Edy,♀,Living,*Ēaddo,ēad,-,A shortening of the names ‘Edith’ and ‘Edive’. Not known to be a standalone name in OE. See also: Eddie.
Edild,Edild,♀,Quickened,Ēadhild,ēad,hild,
Edils,Edils,♂,Quickened,Ēadġils,ēad,ġils,Borne by a player in the tale of Beewolph (Beowulf).
Edith,Ediþ,♀,Living,Ēadgȳþ,ēad,gȳþ,
Edive,Edife,♀,Quickened,Ēadġifu,ēad,ġifu,Also shortened in Lastnames as ‘Edey’ and ‘Eady’.
Edleaf,Edleaf,♀,Quickened,Ēadlēofu,ēad,lēof,
Edlof,Edloff,♂,Quickened,Ēadlāf,ēad,lāf,
Edmar,Edmar,♂,Living,Ēadmere,ēad,mere,
Edmer,Edmer,♂,Lastname,Ēadmǣr,ēad,mǣr,"Kin with the German names ‘Omar’, ‘Otmar’, and ‘Othmar’. See also: Eddimer."
Edmund,Edmund,♂,Living,Ēadmūnd,ēad,mūnd,"Borne by the second king of England, as well as its ninth. Kin with the German name ‘Otmund’."
Ednoth,Ednoþ,♂,Quickened,Ēadnōþ,ēad,nōþ,
Edoun,Edune,♂,Quickened,Ēadhūn,ēad,hūn,"Also sometimes spelled as the werely name ‘Eden’, though not tied to the heavenly leighton."
Edred,Edred,♂,Living,Ēadrǣd,ēad,rǣd,Borne by the King of the English (959–975).
Edrich,Edric,♂,Living,Ēadrīċ,ēad,rīċ,Borne by a 600s King of Kent.
Edsey,Edsey,♂,Quickened,Ēadsiġe,ēad,siġe,
Edstan,Edstan,♂,Quickened,Ēadstān,ēad,stān,
Edswith,Edsƿiþ,♀,Quickened,Ēadsƿīþ,ēad,sƿīþ,
Edwaker,Edƿaker,♂,Quickened,Ēadƿacer,ēad,ƿacu,"Kin with the German and Czech name ‘Otakar’, and the Latin name ‘Odoacer’."
Edwald,Edƿald,♂,Quickened,Ēadƿeald,ēad,ƿeald,
Edward,Edƿard,♂,Living,Ēadƿeard,ēad,ƿeard,"One of mighty few Old English names to have not only lived through the Norman overthrow of England, but to have shone with ongoing bearing by Englishman of all iks, even the kings, since Old English times."
Edway,Edƿay,♂,Quickened,Ēadƿīġ,ēad,ƿīġ,Borne by the King of the English (959–975). See also: Eddie.
Edwin,Edƿin,⚥,Living,"Ēadƿine ♂,  Ēadƿynn ♀",ēad,"ƿine, ƿynn","While not known as a woman’s name today, it could be once more. The wifely shape sweltered and became ‘Edwina’ in English, with the Latinate -a ending."
Edyard,Edgeard,♂,Quickened,Ēadġeard,ēad,ġeard,Can also be spelled: Eddard.
Egbert,Egbert,♂,Frozen,Eċġbeorht,eċġ,beorht,Frozen spelling of a name that would have become ‘Edgebert’. The latterday outspeech is a spelling outspeech. Borne by a player in the 2000s American webstrip ‘Homestuck’. See also: Edgebert.
Elbald,Elbald,♂,Quickened,Æþelbeald,æþel,beald,Borne by a 700s King of Markrich and by an 800s King of Wessex.
Elbert,Elbert,♂,Living,Æþelbeorht,æþel,beorht,Borne by many kings from the 500s to 800s. Kin with the Norman name ‘Albert’. See also: Ethelbert.
Elbrand,Elbrand,♂,Quickened,Æþelbrand,æþel,brand,
Elbury,Elbury,♀,Quickened,Æþelburg,æþel,burg,
Eldon,Eldun,♂,Lastname,-,Ella,dūn,"Also found as: Elsdon (Anglish Spelling: Elsdun). Not a given name in OE. From the OE stow-name ‘Ellasdūn’, meaning: Ella’s down (hill)."
Elern,Elern,♂,Unfounded,*Æþelearn,æþel,earn,Not found in OE. Would be kin with the German name ‘Adler’.
Elfand,Elfand,♂,Quickened,Æþelfand,æþel,fand,
Elfled,Elfled,♀,Quickened,Æþelflǣd,æþel,flǣd,Borne by the daughter of Alvered the Great and Lady of Markrich in the 800s.
Elfouse,Elfuse,♂,Unfounded,*Æþelfūs,æþel,fūs,"Not found in OE. Would be kin with the Norman name ‘Alphonse’, and the Spanish name ‘Alfonso’."
Elfrith,Elfriþ,♂,Quickened,Æþelfriþ,æþel,friþ,Borne by a 500s King of Bernickrich.
Elgar,Elgar,♂,Quickened,Æþelgār,æþel,gār,
Ellad,Ellad,♀,Unfounded,*Æþelhād,æþel,hād,"Not found in OE. Would be kin with the Norman name ‘Adelaide’, the French name ‘Alice’, and the German name ‘Adelheid’."
Ellar,Ellar,♂,Quickened,Æþelhere,æþel,here,Can also be spelled: Eller. Borne by a 600s King of East Englerich.
Ellard,Ellard,⚥,Quickened,"Æþelheard, Æþelġeard",æþel,"heard, ġeard",Two Old English names that would likely have minged into one another over time. The latter shape is kin with the German name ‘Edelgard’. Borne by a 700s King of Wessex.
Elleaf,Elleaf,♀,Quickened,Æþellēof,æþel,lēof,
Ellem,Ellem,♂,Quickened,Æþelhelm,æþel,helm,
Elley,Elley,♂,Quickened,Æþelhēah,æþel,hēah,
Ellie,Elly,♀,Living,-,æþel,-,"As an Anglish name, it is a shortening of names starting with ‘El-’. Not an Anglish name when a shortening of ‘Elizabeth’ nor ‘Eleanor’."
Ellid,Ellid,♀,Quickened,Æþelhild,æþel,hild,
Ellith,Eliþ,♀,Quickened,Æþelgȳþ,æþel,gȳþ,
Ellive,Ellife,♀,Quickened,Æþelġifu,æþel,ġifu,
Elloph,Elluf,♂,Quickened,Æþelƿulf,æþel,ƿulf,"Can also be spelled: Elluph (Anglish Spelling: Elluf). Borne by an 800s King of Kent and by an 800s King of Wessex. Kin with the German name ‘Adolf’, and its Latinized English shape ‘Adolph’. See also: Ethelwolf."
Elloun,Ellune,♂,Quickened,Æþelhūn,æþel,hūn,
Ellove,Elluf,♀,Quickened,Æþelluf,æþel,lufu,
Elman,Elman,♂,Quickened,Æþelmann,æþel,mann,
Elmer,Elmer,♂,Living,Æþelmǣr,æþel,mǣr,Borne by a player in the Loony Tunes shows.
Elmod,Elmod,♂,Quickened,Æþelmōd,æþel,mōd,
Elmund,Elmund,♂,Quickened,Æþelmūnd,æþel,mūnd,
Elnoth,Elnoþ,♂,Quickened,Æþelnōþ,æþel,nōþ,
Elred,Elred,♂,Living,Æþelrǣd,æþel,rǣd,"Borne by a 600s King of Markrich, by 700s and 800s Kings of Northumberrich, by an 800s King of East Englerich, by an 800s King of Kent, by an 800s King of Wessex, and the King of the English (959–975)."
Elrich,Elric,♂,Quickened,Æþelrīċ,æþel,rīċ,"Borne by one of the forebears of the Wuffings, the kings of East Englerich, son of Eny (Eni), father of Aldolph, and said to be an afterbear of the god Woden. Also borne by a king of Bernickrich, king of Derrich, and even a 500s of the Ostrogoths; all in the 500s."
Elsey,Elsey,♂,Quickened,Æþelsiġe,æþel,siġe,
Elstan,Elstan,♂,Quickened,Æþelstān,æþel,stān,"Borne by the King of the Anglo-Saxons (924–927) and the King of the English (927–939). The name sweltered following the Norman overthrow. Brought back with the spelling of ‘Athelstan’ (see: Athelstan) in Sir Walter Scott's (1771–1832) book, Ivanhoe."
Elswith,Elsƿiþ,♀,Quickened,Æþelsƿīþ,æþel,sƿīþ,Borne by a Queen of Markrich in the 800s.
Elthrith,Elþriþ,♀,Quickened,Æþelþrȳþ,æþel,þrȳþ,Can be shortened to: Elth (Anglish Spelling: Elþ). Borne by the holywoman and Queen of Northumberrich and The Fens in the 600s. Kin with the Norman name ‘Audrey’.
Elton,Eltun,♂,Lastname,-,Ella,tūn,"Not a given name in OE. From the OE stow-name ‘Ellastūn’. Borne by songwriter Elton John (1947 onwards), who was born as Reginald Dwight, and who named himself after his former band-mate, Elton Dean (1945–2006)."
Elwaker,Elƿaker,♂,Quickened,Æþelƿacer,æþel,ƿacu,
Elwald,Elƿald,♂,Quickened,Æþelƿeald,æþel,ƿeald,"Borne by a 600s King of East Englerich, by a 600s King of Derrich, a a 600s king of the Lombards, and a 700s King of Northumberrich."
Elward,Elƿard,♂,Quickened,Æþelƿeard,æþel,ƿeard,Borne by an 800s King of East Englerich.
Elway,Elƿay,♂,Quickened,Æþelƿīġ,æþel,ƿīġ,
Elwel,Elƿel,♂,Quickened,Æþelƿealh,æþel,ƿealh,Borne by a 600s King of Sussex.
Elwer,Elƿer,♂,Quickened,Æþelƿaru,æþel,ƿaru,
Elwin,Elƿin,⚥,Quickened,"Æþelƿine ♂, Æþelƿynn ♀",æþel,"ƿine, ƿynn",Borne by an English holyman of the 600s and another of the 1000s.
Elwood,Elƿood,♂,Lastname,-,Ella,ƿudu,Not a given name in OE. From the OE stow-name ‘Ellasƿudu’.
Elyat,Elgeat,♂,Quickened,Æþelġēat,æþel,ġēat,
Embald,Embald,♂,Quickened,Ēanbeald,ēan,beald,
Ember,Ember,⚥,Living,-,ǣmyrġe,-,Not known to be a given name in Old English times. From the everyday word for ash.
Emberley,Emberley,♀,Living,-,ǣmyrġe,lēah,"Not known to be a given name in Old English times. A latterday bind-name, made in likeness of the name ‘Kimberley’."
Embert,Embert,♂,Quickened,Ēanbeorht,ēan,beorht,
Emer,Emer,♂,Quickened,Ēomǣr,eoh,mǣr,"Borne by one of the forebears of the Iclings, kings of Markrich, son of Angelthew/Angenyet, father of Ichel, and said to be an afterbear of the god Woden."
Emod,Emod,♂,Quickened,Ēomōd,eoh,mōd,
Emund,Emund,♂,Quickened,Ēomūnd,eoh,mūnd,
Enfled,Enfled,♀,Quickened,Ēanflǣd,ēan,flǣd,
Enfrith,Enfriþ,♂,Quickened,Ēanfriþ,ēan,friþ,
Englebald,Engelbald,♂,Quickened,Engelbeald,engel,beald,
Englebert,Engelbert,♂,Quickened,Engelbeorht,engel,beorht,
Englegar,Engelgar,♂,Quickened,Engelgār,engel,gār,
Engleman,Engelman,♂,Lastname,Engelmann,engel,mann,Can also be spelled: Angleman (Anglish Spelling: Angelman). Kin with the German name ‘Engelmann’.
Englemer,Engelmer,♂,Quickened,Engelmǣr,engel,mǣr,
Englemod,Engelmod,♂,Quickened,Engelmōd,engel,mōd,
Englemund,Engelmund,♂,Quickened,Engelmūnd,engel,mūnd,
Engleren,Engelren,♂,Quickened,Engelhrafn,engel,hræfn,Kin with the Norman name ‘Ingram’.
Englerich,Engelric,♂,Quickened,Engelrīċ,engel,rīċ,
Engleswith,Engelsƿiþ,♀,Quickened,Engelsƿīþ,engel,sƿīþ,
Englethew,Engelþeƿ,♂,Quickened,Engelþēoƿ,engel,þēoƿ,
Engllar,Engellar,♂,Quickened,Engelhere,engel,here,Can also be spelled: Engller (Anglish Spelling: Engeller).
Engllard,Engellard,♂,Quickened,Engelheard,engel,heard,
Engllem,Engellem,♂,Quickened,Engelhelm,engel,helm,
Enith,Eniþ,♀,Quickened,Ēangȳþ,ēan,gȳþ,
Enmund,Enmund,♂,Quickened,Ēanmūnd,ēan,mūnd,Can also be spelled: Emmund. Borne by a player in the tale of Beewolph (Beowulf).
Ennar,Ennar,♂,Quickened,Ēanhere,ēan,here,Can also be spelled: Enner.
Ennils,Ennils,♂,Quickened,Ēanġīsel,ēan,"ġīls, ġīsel",
Enred,Enred,♂,Quickened,Ēanrǣd,ēan,rǣd,
Enstan,Enstan,♂,Quickened,Ēanstān,ēan,stān,
Enswith,Ensƿiþ,♀,Quickened,Ēansƿīþ,ēan,sƿīþ,
Enwald,Enƿald,♂,Quickened,Ēanƿeald,ēan,ƿeald,
Enwin,Enƿin,♂,Quickened,Ēanƿine,ēan,ƿine,
Eny,Eny,♂,Quickened,Eni,?,-,"Borne by one of the forebears of the Wuffings, the kings of East Englerich, son of Titel (Tytila), father of Elrich, and said to be an afterbear of the god Woden."
Enyard,Engeard,♂,Quickened,Ēanġeard,ēan,ġeard,
Erendel,Erendel,♂,Quickened,Earendel,earendel,-,"The morning star, known in Old Norse folklore as ‘Aurvandill’, and borne by J. R. R. Tolkien for the name of ‘Eärendil the Mariner’ in The Silmarillion. Liken to the Latin name ‘Aurora’."
Erkembald,Erkembald,♂,Quickened,Eorconbeald,eorcon,beald,"Can also be spelled Arkembald. Kin with the name ‘Archibald’, which was brought by the Normans, whose ‘ch’ spelling was shaped by likeness to the Greek word ‘archos’."
Erkembert,Erkembert,♂,Quickened,Eorconbeorht,eorcon,beorht,
Erkembode,Erkembode,♂,Quickened,Eorconbod,eorcon,bod,Borne by an Irish monk about 700.
Erkembrand,Erkembrand,♂,Quickened,Eorconbrand,eorcon,brand,
Erkembury,Erkembury,♀,Quickened,Eorconburg,eorcon,burg,
Erkenar,Erkenar,♂,Quickened,Eorconhere,eorcon,here,Can also be spelled: Erkener.
Erkenard,Erkenard,♂,Quickened,Eorconheard,eorcon,heard,
Erkenfrith,Erkenfriþ,♀,Quickened,Eorconfriþ,eorcon,friþ,
Erkengar,Erkengar,♂,Quickened,Eorcongār,eorcon,gār,
Erkenmer,Erkenmer,♂,Quickened,Eorconmǣr,eorcon,mǣr,Can also be spelled: Erkemmer.
Erkennoth,Erkennoþ,♂,Quickened,Eorconnōþ,eorcon,nōþ,
Erkenolph,Ekrenulf,♂,Quickened,Eorconƿulf,eorcon,ƿulf,Can also be spelled: Erkenulph (Anglish Spelling: Erkenulf).
Erkenred,Erkenred,♂,Quickened,Eorconrǣd,eorcon,rǣd,
Erkenrich,Erkenric,♂,Quickened,Eorconrīċ,eorcon,rīċ,
Erkenswith,Erkensƿiþ,♀,Quickened,Eorconsƿīþ,eorcon,sƿīþ,
Erkenwald,Ekrenƿald,♂,Quickened,Eorconƿeald,eorcon,ƿeald,
Erkenwin,Ekrenƿin,♂,Quickened,Eorconƿine,eorcon,ƿine,
Erkenyat,Erkengeat,♀,Quickened,Eorconġēat,eorcon,ġēat,"Can also be spelled Arkenyat (Anglish Spelling: Arkengeat), by likeness of J. R. R. Tolkien's wending of OE ‘eorconstān’ (meaning: great/dear-stone) to ‘Arkenstone’ for The Hobbit."
Ermard,Ermard,♂,Quickened,Earmheard,earm,heard,
Ermbald,Ermbald,♂,Quickened,"Earmbeald, Earnbeald","earm, earn",beald,Two Old English names that would likely have minged into one another over time.
Ermbern,Ermbern,♂,Quickened,Earnbeorht,earn,beorn,
Ermbert,Ermbert,♂,Quickened,"Earmbeorht, Earnbeorht","earm, earn",beorht,Two Old English names that would likely have minged into one another over time.
Ermbrand,Ermbrand,♂,Quickened,Earnbrand,earn,brand,
Ermbury,Ermbury,♀,Quickened,Earmburg,earm,burg,
Ermembert,Ermembert,♂,Quickened,Eormenbeorht,eormen,beorht,
Ermembury,Ermembury,♀,Quickened,Eormenburg,eormen,burg,
Ermenar,Ermenar,♂,Quickened,Eormenhere,eormen,here,Can also be spelled: Ermener.
Ermenard,Ermenard,♂,Quickened,Eormenheard,eormen,heard,
Ermenfrith,Ermenfriþ,♂,Quickened,Eormenfriþ,eormen,friþ,
Ermengar,Ermengar,♂,Quickened,Eormengār,eormen,gār,
Ermenild,Ermenild,♀,Quickened,Eormenhild,eormen,hild,
Ermenith,Ermeniþ,♀,Quickened,Eormengȳþ,eormen,gȳþ,
Ermenlof,Ermenloff,♂,Quickened,Eormenlāf,eormen,lāf,Borne by a player in the tale of Beewolph (Beowulf).
Ermenmer,Ermenmer,♂,Quickened,Eormenmǣr,eormen,mǣr,Can also be spelled: Ermemmer.
Ermenolph,Ermenulf,♂,Quickened,Eormenƿulf,eormen,ƿulf,Can also be spelled: Ermenulph (Anglish Spelling: Ermenulf).
Ermenred,Ermenred,♂,Quickened,Eormenrǣd,eormen,rǣd,
Ermenrich,Ermenric,♂,Quickened,Eormenrīċ,eormen,rīċ,"Likely to be kin with the German name ‘Emmerich’. Folklorish king of the Goths in the 300s, and spoken of in the tale of Beewolph (Beowulf)."
Ermenswith,Ermensƿiþ,♀,Quickened,Eormensƿīþ,eormen,sƿīþ,
Ermenthrith,Ermenþriþ,♀,Quickened,Eormenþrȳþ,eormen,þrȳþ,Can be shortened to: Ermenth (Anglish Spelling: Ermenþ).
Ermenwald,Ermenƿald,♂,Quickened,Eormenƿeald,eormen,ƿeald,
Ermenway,Ermenƿay,♂,Quickened,Eormenƿīġ,eormen,ƿīġ,
Ermenyard,Ermengeard,♀,Quickened,Eormenġeard,eormen,ġeard,"Kin with the German name ‘Irmgard’, and the Norman name ‘Ermengarde’."
Ermenyeld,Ermengeld,♀,Quickened,Eormenġeld,eormen,ġeld,
Ermfrith,Ermfriþ,♂,Quickened,Earmfriþ,earm,friþ,
Ermolph,Ermulf,♂,Quickened,Earmƿulf,earm,ƿulf,Can also be spelled: Ermulph (Anglish Spelling: Ermulf).
